cty,name,kir_rA_gP_pall,kir_rA_gP_pall_l,kir_rA_gP_p100,kir_rA_gP_p100_l,kir_rA_gP_p75,kir_rA_gP_p75_l,kir_rA_gP_p25,kir_rA_gP_p25_l,kir_rA_gP_p1,kir_rA_gP_p1_l,kir_rA_gP_p50,kir_rA_gP_p50_l,kir_rA_gF_pall,kir_rA_gF_pall_l,kir_rA_gF_p100,kir_rA_gF_p100_l,kir_rA_gF_p75,kir_rA_gF_p75_l,kir_rA_gF_p25,kir_rA_gF_p25_l,kir_rA_gF_p1,kir_rA_gF_p1_l,kir_rA_gF_p50,kir_rA_gF_p50_l,kir_rA_gM_pall,kir_rA_gM_pall_l,kir_rA_gM_p100,kir_rA_gM_p100_l,kir_rA_gM_p75,kir_rA_gM_p75_l,kir_rA_gM_p25,kir_rA_gM_p25_l,kir_rA_gM_p1,kir_rA_gM_p1_l,kir_rA_gM_p50,kir_rA_gM_p50_l,kir_rP_gP_pall,kir_rP_gP_pall_l,kir_rP_gP_p100,kir_rP_gP_p100_l,kir_rP_gP_p75,kir_rP_gP_p75_l,kir_rP_gP_p25,kir_rP_gP_p25_l,kir_rP_gP_p1,kir_rP_gP_p1_l,kir_rP_gP_p50,kir_rP_gP_p50_l,kir_rP_gF_pall,kir_rP_gF_pall_l,kir_rP_gF_p100,kir_rP_gF_p100_l,kir_rP_gF_p75,kir_rP_gF_p75_l,kir_rP_gF_p25,kir_rP_gF_p25_l,kir_rP_gF_p1,kir_rP_gF_p1_l,kir_rP_gF_p50,kir_rP_gF_p50_l,kir_rP_gM_pall,kir_rP_gM_pall_l,kir_rP_gM_p100,kir_rP_gM_p100_l,kir_rP_gM_p75,kir_rP_gM_p75_l,kir_rP_gM_p25,kir_rP_gM_p25_l,kir_rP_gM_p1,kir_rP_gM_p1_l,kir_rP_gM_p50,kir_rP_gM_p50_l,kir_rB_gP_pall,kir_rB_gP_pall_l,kir_rB_gP_p100,kir_rB_gP_p100_l,kir_rB_gP_p75,kir_rB_gP_p75_l,kir_rB_gP_p25,kir_rB_gP_p25_l,kir_rB_gP_p1,kir_rB_gP_p1_l,kir_rB_gP_p50,kir_rB_gP_p50_l,kir_rB_gF_pall,kir_rB_gF_pall_l,kir_rB_gF_p100,kir_rB_gF_p100_l,kir_rB_gF_p75,kir_rB_gF_p75_l,kir_rB_gF_p25,kir_rB_gF_p25_l,kir_rB_gF_p1,kir_rB_gF_p1_l,kir_rB_gF_p50,kir_rB_gF_p50_l,kir_rB_gM_pall,kir_rB_gM_pall_l,kir_rB_gM_p100,kir_rB_gM_p100_l,kir_rB_gM_p75,kir_rB_gM_p75_l,kir_rB_gM_p25,kir_rB_gM_p25_l,kir_rB_gM_p1,kir_rB_gM_p1_l,kir_rB_gM_p50,kir_rB_gM_p50_l,kir_rW_gP_pall,kir_rW_gP_pall_l,kir_rW_gP_p100,kir_rW_gP_p100_l,kir_rW_gP_p75,kir_rW_gP_p75_l,kir_rW_gP_p25,kir_rW_gP_p25_l,kir_rW_gP_p1,kir_rW_gP_p1_l,kir_rW_gP_p50,kir_rW_gP_p50_l,kir_rW_gF_pall,kir_rW_gF_pall_l,kir_rW_gF_p100,kir_rW_gF_p100_l,kir_rW_gF_p75,kir_rW_gF_p75_l,kir_rW_gF_p25,kir_rW_gF_p25_l,kir_rW_gF_p1,kir_rW_gF_p1_l,kir_rW_gF_p50,kir_rW_gF_p50_l,kir_rW_gM_pall,kir_rW_gM_pall_l,kir_rW_gM_p100,kir_rW_gM_p100_l,kir_rW_gM_p75,kir_rW_gM_p75_l,kir_rW_gM_p25,kir_rW_gM_p25_l,kir_rW_gM_p1,kir_rW_gM_p1_l,kir_rW_gM_p50,kir_rW_gM_p50_l,kir_rH_gP_pall,kir_rH_gP_pall_l,kir_rH_gP_p100,kir_rH_gP_p100_l,kir_rH_gP_p75,kir_rH_gP_p75_l,kir_rH_gP_p25,kir_rH_gP_p25_l,kir_rH_gP_p1,kir_rH_gP_p1_l,kir_rH_gP_p50,kir_rH_gP_p50_l,kir_rH_gF_pall,kir_rH_gF_pall_l,kir_rH_gF_p100,kir_rH_gF_p100_l,kir_rH_gF_p75,kir_rH_gF_p75_l,kir_rH_gF_p25,kir_rH_gF_p25_l,kir_rH_gF_p1,kir_rH_gF_p1_l,kir_rH_gF_p50,kir_rH_gF_p50_l,kir_rH_gM_pall,kir_rH_gM_pall_l,kir_rH_gM_p100,kir_rH_gM_p100_l,kir_rH_gM_p75,kir_rH_gM_p75_l,kir_rH_gM_p25,kir_rH_gM_p25_l,kir_rH_gM_p1,kir_rH_gM_p1_l,kir_rH_gM_p50,kir_rH_gM_p50_l,kir_rNA_gP_pall,kir_rNA_gP_pall_l,kir_rNA_gP_p100,kir_rNA_gP_p100_l,kir_rNA_gP_p75,kir_rNA_gP_p75_l,kir_rNA_gP_p25,kir_rNA_gP_p25_l,kir_rNA_gP_p1,kir_rNA_gP_p1_l,kir_rNA_gP_p50,kir_rNA_gP_p50_l,kir_rNA_gF_pall,kir_rNA_gF_pall_l,kir_rNA_gF_p100,kir_rNA_gF_p100_l,kir_rNA_gF_p75,kir_rNA_gF_p75_l,kir_rNA_gF_p25,kir_rNA_gF_p25_l,kir_rNA_gF_p1,kir_rNA_gF_p1_l,kir_rNA_gF_p50,kir_rNA_gF_p50_l,kir_rNA_gM_pall,kir_rNA_gM_pall_l,kir_rNA_gM_p100,kir_rNA_gM_p100_l,kir_rNA_gM_p75,kir_rNA_gM_p75_l,kir_rNA_gM_p25,kir_rNA_gM_p25_l,kir_rNA_gM_p1,kir_rNA_gM_p1_l,kir_rNA_gM_p50,kir_rNA_gM_p50_l
cty31085,"Hayes County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36657,35123,39905,62651,38038,46180,35963,30698,34647,22653,36980,37746,30419,30102,44417,44879,35742,36129,28264,27568,23541,23465,31629,31130,40212,39708,45214,80846,42762,55944,39693,33403,37757,21802,41261,43866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37214,35446,46114,65102,41535,47314,36872,30862,34025,22524,39062,38277,32286,31145,57461,51483,41548,39317,29938,27564,23249,22347,34959,32461,40053,39544,46799,83857,43580,56723,39869,33095,37469,20437,41694,44031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty51680,"Lynchburg city, VA",40514,32192,47236,30897,42521,31698,39533,32383,37637,32927,40798,32060,38957,36544,39378,36862,39339,36696,39312,36544,39294,36418,39322,36611,42725,29453,54541,31115,46103,29912,41188,28948,38203,28217,43396,29438,27269,26744,46141,46710,33465,34604,20142,19340,11878,11217,26728,26657,25341,25730,40103,45286,29598,32310,20049,19408,14169,13433,24396,24845,29161,27695,53527,47828,37605,36943,20128,19193,9119,8659,29144,28517,19226,19038,43809,38553,29696,28932,17479,17935,9058,10448,23831,23427,21338,21208,40463,41534,29464,30877,19575,20046,13250,13285,24795,25372,17033,16913,46435,35772,29645,27012,15520,15933,5083,7758,22727,21527,31979,32393,45651,46739,34508,35793,23109,21681,15899,14148,28546,28408,27692,29523,40257,45596,29743,32591,19933,18641,14273,12652,24309,24579,36244,35036,52018,47715,39318,38834,26123,24349,17243,15114,32630,31917,25308,26574,39331,44674,30266,33237,22246,22729,16345,14010,26238,28045,23001,24472,36887,42163,27082,30678,18964,21371,14067,15581,22950,25727,27239,28754,39370,43388,32070,34866,25011,24793,19141,13976,28531,30301,29796,21201,0,41101,10553,28906,35222,14522,54812,4740,22945,21570,,,,,,,,,,,,,,,,,,,,,,,,
cty17129,"Menard County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31519,33435,46726,50046,34881,37943,22608,23543,14810,15639,28654,30371,27495,30849,39535,46615,29751,34369,20847,22486,15274,16757,24899,27473,35676,35668,55950,52211,40384,41050,24254,24340,13980,14302,32473,32972,,30496,,59334,,39146,,21504,,9383,,30206,,,,,,,,,,,,,,,,,,,,,,,,,31981,33708,46941,50257,35195,38262,23369,23633,15892,15723,29000,30549,27423,30966,38714,46814,29558,34918,20960,22480,15892,16881,24793,27751,36857,36035,58084,52456,41373,41353,25701,24638,15309,14148,33378,33296,30235,,47613,,33679,,22208,,13934,,27907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty01055,"Etowah County, AL",37934,31914,76278,54795,41091,35945,26831,22606,17605,12296,32828,28886,33191,33948,72596,70705,33874,38512,16349,19346,5221,4075,23166,27728,,29136,,43671,,32214,,23473,,16821,,27912,23907,24463,43360,42595,31603,32627,18850,19503,10988,12518,25162,25804,20702,21069,37674,40143,26729,28551,16645,16503,10585,11015,21204,21549,27087,27716,50518,45056,36775,36602,21013,22407,11039,13838,29152,29847,21148,20715,38935,34804,28826,27903,19825,19911,13561,14371,24508,23905,21487,20887,37399,34178,28393,27296,20180,20053,14834,15448,24514,23612,20768,20535,40575,35156,29377,28371,19542,19754,12308,13371,24592,24138,25294,25990,45587,43599,32531,33348,18997,19586,10763,12367,25480,26176,21064,21524,38909,41755,26947,29065,15704,14995,9343,8925,20661,20901,29450,30213,54742,45772,38509,37634,22160,23985,11441,15249,30275,31140,22588,21809,18320,38508,20751,29314,22948,20418,24558,13164,21859,24931,19545,19381,15581,35204,17557,25410,19239,17167,20302,12305,18413,21002,25958,24282,19976,37837,23469,31464,26913,23593,29739,15070,25200,27915,,21131,,37460,,28944,,18649,,11770,,23759,,,,,,,,,,,,,,,,,,,,,,,,
cty19015,"Boone County, IA",34750,25858,0,31937,24420,27478,57351,23655,489020,20595,40994,25462,,,,,,,,,,,,,,,,,,,,,,,,,34295,35011,48298,50496,37563,39367,26773,26318,19856,19143,32036,32463,30133,31437,42858,50071,32665,35696,23671,22345,17927,15950,27750,27937,38297,38697,55170,51740,42483,43313,29319,30666,20956,23182,35952,37121,,25102,,31413,,26895,,21644,,17888,,24266,,,,,,,,,,,,,,,,,,,,,,,,,34624,35554,48878,50841,37828,40010,27072,27035,20287,20034,32145,33116,30351,31895,42898,50097,32882,36246,23812,22371,18382,16160,27841,28237,38737,39321,56365,52322,42783,43890,29777,31222,21253,23422,36098,37699,35398,26795,39361,17990,37010,24454,34933,30725,33427,36070,35960,27561,,26676,,32665,,28179,,24412,,22035,,26170,,27424,,8000,,21112,,38179,,64110,,28782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48057,"Calhoun County, TX",56244,45490,92624,47687,56826,45470,44909,43672,38714,42293,49507,44509,46328,47945,108157,60264,47875,48242,32642,40056,23441,33994,38180,43468,63642,42617,80503,34902,65029,42121,57505,48700,53450,54696,60750,45228,31714,31154,48890,48064,37637,37900,26408,25512,19205,18661,31885,31375,23954,24779,42879,46722,30019,32751,18515,19060,11548,12747,23751,24828,39788,37336,56333,47954,45579,42093,34616,32683,27975,27121,40071,37521,24409,19136,51850,27196,34585,23417,21105,19024,11679,15951,28098,21210,25201,14617,47039,40469,35133,27308,25209,13918,18572,5428,30407,20369,24178,23643,57951,17802,34404,20258,17391,23385,4857,25777,26111,21801,35043,34365,45871,48659,37508,38412,29063,25668,23770,18735,33045,31678,26892,27543,40987,40417,29527,31053,18857,20601,12803,15937,23614,25051,44139,40667,54300,55882,46607,45298,38823,30436,33995,21329,42566,37975,29081,30204,47419,52639,35897,38463,26513,26868,19594,17150,31140,32652,21261,23245,42747,51267,29187,33136,18287,19712,11765,11615,23642,25993,37771,37373,50748,49498,42661,42514,35767,34878,30387,27012,39127,38977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13197,"Marion County, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24519,22078,42991,36559,32623,29282,21415,19319,14346,13996,26954,24104,22053,19193,44109,35650,30867,26270,19158,16352,12041,11864,24489,20491,26803,24785,42600,38462,34300,32594,23899,22135,17053,15698,29280,27650,22623,21181,40694,38037,30578,29851,21702,20506,15350,14017,26318,25177,19877,18702,34001,31613,26088,24859,18787,17727,14126,13372,22632,21215,25297,23355,45642,41586,34112,33025,24547,22598,17178,14667,29432,27889,26567,23509,45552,36406,33781,29425,21674,19576,14154,14361,27460,24297,24347,20005,47708,36799,32759,26763,19694,15361,12232,10487,25518,20142,28639,27171,44312,37554,34867,32688,23912,23899,16465,18166,29385,28546,,11238,,44969,,25384,,7283,,0,,16237,,,,,,,,,,,,,,5534,,28348,,16634,,2593,,0,,10317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13257,"Stephens County, GA",,31006,,35205,,31403,,28185,,25625,,29702,,,,,,,,,,,,,,,,,,,,,,,,,25034,25765,42579,43450,31951,33322,20385,20114,13193,13051,26107,26451,20869,21676,40385,40980,27762,28906,16275,16418,9344,10723,21467,21649,28852,29397,44624,45910,35532,37447,24372,23418,17040,14868,30129,30749,21332,20566,46034,35672,32437,28072,21014,19289,13014,13280,26951,23677,21245,19431,46048,29521,32257,24211,20448,18600,12850,15089,26676,21346,21428,21666,43440,39357,31503,30837,21285,20241,13651,12375,26527,25633,26534,26967,43722,43647,32591,33716,20901,20420,13692,13392,26496,26783,21572,22499,41565,41686,28185,29397,15770,15733,8727,9892,21256,21500,31178,30983,45240,45931,36381,37905,26250,24486,19366,15867,31285,31513,31980,27559,24161,48086,28282,35162,31991,23780,34743,14302,30148,29517,34170,15330,60735,43993,40948,25958,28918,11592,21526,2776,34676,18104,,37181,,46721,,41423,,35372,,29093,,38640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38089,"Stark County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40588,41318,55313,52992,44835,45141,35442,36275,29828,31715,39908,40358,33380,34506,50128,49886,37872,38867,28027,28782,21834,24002,32433,32942,48457,48164,60169,57436,52110,51734,43875,43382,39253,38938,47890,47525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41315,41922,54310,52684,45039,45497,36750,37069,31874,32809,40563,40940,34073,34789,48690,49229,38052,39114,29112,29020,23873,24561,33027,33223,49179,49210,59404,57225,52306,52491,45266,45283,41138,41260,48602,48892,23101,26395,132317,20082,40341,24166,14005,28129,0,31463,26886,26130,22812,25939,172324,38166,40328,28154,14933,19818,551,14725,27219,23720,,26556,,1417,,14984,,33100,,57145,,23136,25405,17099,58673,20748,35471,19099,19022,17114,8700,15764,27116,18090,,11417,,15052,,12649,,10553,,9119,,11479,,23002,,41622,,34390,,21364,,12300,,28356
cty42121,"Venango County, PA",27444,33547,3516,46375,22405,33586,35783,23497,45313,15503,30011,28260,,,,,,,,,,,,,,,,,,,,,,,,,28314,29026,47015,49041,34437,36551,21404,21367,13257,13215,27835,28611,24065,24369,42266,48920,29413,32358,17848,16446,10860,9148,23105,23128,32464,33556,53247,50207,39586,40778,24781,26219,15238,17342,32340,33735,21401,19793,43613,39015,27522,28041,13689,15559,3920,6986,20753,21747,23735,23375,28550,36855,25481,28074,22651,18898,20761,13231,24142,23406,,16527,,42044,,29330,,13844,,2338,,21600,28802,29427,48186,49050,34989,36847,21843,21596,13710,13509,28115,28851,24341,24546,43480,48462,30055,32672,17762,16215,10805,9164,23239,23193,33246,34154,53994,50105,39985,41024,25897,26832,16453,17791,32832,34178,25585,21626,47175,40872,32040,29395,19392,18394,10437,9505,25693,23974,20147,22298,27154,33337,22305,26140,18269,20061,15800,16290,20242,22902,29690,21695,57152,51498,37123,35975,21303,19133,8693,1745,29161,28366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21035,"Calloway County, KY",,40010,,649917,,69420,,31704,,10535,,45245,,,,,,,,,,,,,,,,,,,,,,,,,26720,26372,43279,40498,32180,31844,20170,20275,12718,14044,26111,25830,22380,23693,41318,41828,28124,29676,16181,17178,8963,11479,21579,22430,30662,28920,45303,39983,35765,33921,24141,23253,16520,16640,30135,28867,22370,19708,36624,38104,28558,28501,21324,17499,16129,10021,25086,22988,16704,20631,29867,28909,22607,24139,15960,19099,11793,15906,19424,21567,26125,18760,45344,50956,33866,34123,24310,15414,16951,1783,29193,24884,27265,26872,43912,40148,32498,31940,20521,20621,13174,14569,26255,26043,22960,24186,41400,41564,28487,30024,16476,17170,9698,11701,21803,22630,31279,29387,46440,39484,36150,33848,24513,23795,16615,17252,30307,29105,19553,22741,14944,21861,17522,22569,19942,23262,21732,23846,18737,22912,12005,18231,17378,18339,14979,18589,13064,18799,11815,18930,14006,18701,25194,30602,7512,30839,17669,30682,28181,30484,36870,30269,22956,30593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17085,"Jo Daviess County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33892,35418,46436,46611,37169,38913,27640,29383,21541,24194,32291,33868,30080,32274,44019,44994,33213,35595,23781,26396,17760,21963,28057,30231,37641,38307,50161,48616,41188,42241,31053,32123,24630,26136,36190,37318,,24830,,32694,,27621,,21736,,17526,,24675,,,,,,,,,,,,,,,,,,,,,,,,,34479,35810,46859,46610,37620,39222,28400,29803,22606,24765,32746,34222,30451,32479,43533,44737,33425,35803,24335,26322,18893,22056,28370,30314,38449,38877,51563,48838,41947,42659,31951,32768,25440,26671,36833,37863,28893,26389,50978,68401,35218,37775,22827,17425,13887,1373,28967,27677,,31734,,57900,,37859,,24717,,16518,,30785,,22803,,66015,,35975,,9356,,0,,23787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty54047,"McDowell County, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21672,21040,34751,34746,27108,27947,18408,18570,13091,13609,22706,23068,17739,16460,30852,36276,22194,24998,14304,13303,9435,7738,17782,18051,25952,26248,43820,34623,34301,31042,22470,24554,14808,20508,28599,27972,22099,15449,35048,23391,28001,19468,21650,15062,17064,12055,24952,17211,26506,15598,43938,16188,34161,15639,25750,15077,20118,14716,30161,15351,19083,15726,29731,37588,24311,27501,19411,14880,15731,5461,21918,21222,22420,21879,34355,34572,27073,28240,18977,19239,14048,14482,22850,23551,17489,16920,31967,37324,22230,25900,13179,13104,7822,7408,17056,18363,28000,27416,43083,33729,34663,31002,24799,26000,18066,22744,29724,28645,,9020,,,,,,8831,,1889,,13127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty17185,"Wabash County, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30920,31026,48336,46394,36257,36454,24045,24028,16209,17135,30033,29938,23410,25382,42204,42006,28730,30419,16594,18539,9268,13084,22091,23544,37850,36855,54041,52057,42979,42993,31282,29475,23951,21406,37165,36383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30954,31709,47841,47433,36112,37235,24469,24296,17078,17235,29995,30424,23148,25973,41014,42118,28378,31007,16597,18709,9953,13419,21823,23946,37996,37558,54337,53338,42975,43773,31716,29693,24420,20941,37186,36893,,23385,,,,,,25334,,32771,,20845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48021,"Bastrop County, TX",37360,33017,84067,27169,38991,31859,22031,35921,11274,39244,29264,33990,,33156,,11173,,26968,,41977,,58705,,35193,,34092,,42838,,36087,,30955,,27117,,33538,27230,28750,40858,43339,32296,34877,22911,23934,16855,17838,27544,29157,23610,25513,36614,40474,27918,30993,19880,21224,14901,16527,23536,25339,30627,31876,45447,46009,36526,38661,25700,26553,18595,19111,31267,32843,20335,21385,40726,41118,28966,30943,18574,19519,11410,11680,23980,25231,21899,22767,50573,44135,33528,32356,19669,20661,10785,13329,26976,26407,18879,19986,34597,37824,25569,29183,17442,18311,11549,10315,21596,23841,29976,31324,40488,43501,33147,35696,25316,25342,20315,19666,29049,30258,25434,27699,36200,40517,28361,31811,20915,22133,16510,17759,24234,26248,34395,34834,45722,45904,38045,39371,29341,28487,23511,21539,33640,34146,27803,28854,41195,41300,32891,33742,25690,26658,20353,20646,29261,30228,23461,24823,34341,36934,27325,29175,21492,22717,17821,18645,24358,25736,32261,32872,48171,46315,38474,38916,29919,30492,22979,21485,34123,35048,16549,26764,20365,40037,18234,32082,16360,22675,15183,16096,17274,27336,,,,,,,,,,,,,,34123,,56674,,45048,,28621,,17345,,37092
cty17109,"McDonough County, IL",42193,27036,73473,37876,45200,29845,33564,23069,26440,17653,38356,26275,,,,,,,,,,,,,39987,28037,23284,23707,37059,27065,47846,29753,57060,31791,42575,28392,31734,29979,48768,42526,36884,34501,24965,24047,17301,18216,30796,29039,27835,26098,44600,41504,32340,30802,21620,19817,14909,14658,26492,24448,35338,33623,54329,43498,41389,37771,27733,28046,18956,22081,34645,33106,30336,23878,82316,32086,44070,27849,25994,22939,13559,19410,35054,25389,36351,24397,40754,29775,38467,26948,36418,23976,35074,22042,37490,25433,26810,23348,461116,35591,46039,29060,21287,20790,3579,14560,33476,24997,31880,30547,48704,42745,36834,34917,25205,24443,17830,18690,30711,29429,27595,26528,43634,42588,32002,31577,21458,19450,15261,14173,26156,24615,35937,34427,55142,43129,41672,38049,28477,29293,19722,23702,34920,33862,31134,29327,86278,55901,41699,37055,21083,22142,6578,9948,31140,29643,,23712,,59370,,33087,,15473,,4832,,23673,26921,34260,86463,52047,43490,40196,22179,27798,5481,14631,32530,34477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46033,"Custer County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32741,32303,47647,52913,38031,39554,28302,24430,22103,16142,33036,31562,27605,26396,43354,49986,32914,33806,23743,18554,17887,11536,27901,24976,37591,37983,50464,56180,42328,45223,33165,30082,27442,21201,37797,37734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33797,33474,48353,52249,38834,40060,29535,25756,23741,18019,33901,32466,28274,27251,42183,49131,33035,34276,24720,19027,19741,12466,28411,25512,39205,39682,53943,56095,44329,46219,34698,32366,28592,24035,39361,39358,,32261,,52305,,38386,,26943,,17347,,32652,,,,,,,,,,,,,,,,,,,,,,,,,,12865,,14020,,13415,,12665,,12131,,13039,,14456,,63143,,32368,,12784,,539,,21270,,11523,,4617,,7396,,12688,,16330,,9871
cty55039,"Fond du Lac County, WI",32572,32522,49186,34923,36125,33320,28176,31962,22971,30885,31568,32601,29327,28728,72071,18030,37497,24909,22399,31125,12727,36353,28239,28400,34807,36279,40787,52034,36230,40753,33152,33126,31169,27563,34564,36927,34684,35611,50225,50016,37695,38971,25407,25905,17523,18706,31405,32068,30222,31534,46227,47680,32880,34636,21399,22124,14264,16118,26617,27376,39065,39676,54780,53046,42369,43436,29406,29365,21170,20982,35941,36542,20149,21683,29175,41946,23898,31213,19104,19228,15720,11008,21589,25220,16214,18357,16271,35500,15773,26558,15324,17172,15029,11431,15557,21766,24140,24516,54560,42772,36205,33128,22588,21470,12439,12750,29529,27390,35238,36252,50866,50095,38075,39345,25959,26286,18303,19210,31674,32424,30617,32146,46181,47590,33183,35099,21707,22147,14974,16335,26815,27636,39827,40355,56262,53268,42945,43809,30174,29865,21829,21209,36377,36994,28595,29825,36328,46470,30729,34807,25740,24351,22043,15548,28217,29622,24693,27345,38278,45610,28062,32591,19657,22384,14530,15999,23787,27152,31625,32355,38159,44895,33820,36552,29621,26870,26171,16364,31708,32141,27760,25651,31745,43694,29168,32934,26860,20520,25352,12124,27995,26678,,23973,,96339,,36584,,12317,,0,,22840,33119,27173,29191,15129,31861,21083,34814,32444,36727,40859,33262,26373
cty17011,"Bureau County, IL",46739,29827,48497,37864,45514,31879,43595,26866,42378,22865,44410,29231,,,,,,,,,,,,,,,,,,,,,,,,,33936,33460,51328,47686,38125,37745,25390,25563,17232,18822,31599,31330,28094,29007,42234,44877,31318,33045,21579,21299,15452,15683,26008,26242,39732,38098,61403,51638,44738,42855,29280,29658,19588,21782,36983,36407,23963,26862,21740,46166,23895,35031,25824,23228,27210,14885,24825,29095,,19855,,9517,,15408,,21845,,26051,,18650,,32086,,164366,,53536,,25687,,6831,,38460,34477,33894,51370,47853,38292,37996,26000,25594,18239,18836,31795,31449,28517,29383,41495,44292,31419,33278,22144,21400,16628,16080,26275,26449,40408,38691,62658,52345,44994,43262,29882,29636,20116,21138,37143,36621,30999,32901,53475,53903,37653,39301,25797,27623,17100,17870,31622,33431,24232,25359,43045,38102,29878,29519,19343,22409,12996,17929,24523,25734,38447,38564,70090,59611,46700,45387,32409,32401,21485,19128,39180,39249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48091,"Comal County, TX",32469,40221,32911,42309,32753,40620,32646,39215,32575,38116,32692,39873,33093,36795,46311,40726,35063,37348,28127,34360,23554,31929,30806,35664,31327,43997,18764,41549,28221,43609,34814,45333,39272,46689,31751,44449,30695,30795,43828,42797,34268,34724,24090,24239,17509,18392,29101,29243,25729,27020,36055,40252,28234,30619,21002,20667,16435,15913,24293,24861,35601,34423,52303,45039,40306,38575,27177,27794,18686,21191,33851,33391,29049,28181,42511,46727,32825,34318,24504,21172,18449,12075,28817,27725,26287,27391,47546,44322,32027,32114,18887,19991,10496,12438,25822,25950,32790,28863,30095,49726,32214,37025,34120,22948,35600,12416,33143,30042,33580,33167,43158,42677,35243,35463,27008,25823,21782,20542,30917,30401,27323,29397,35231,39727,28643,31521,22380,22355,18640,18207,25170,26252,39972,36756,51500,45087,41921,39203,31953,29291,25459,22984,36822,34446,26295,27150,41789,39737,31946,31910,23401,24459,17079,18118,27646,28226,23158,23512,34823,38575,27145,28541,20760,20208,16767,15085,23897,24109,29487,30701,50086,40541,37193,35066,26049,28462,16887,21271,31556,32066,33231,29162,46883,39780,36896,33101,28798,25234,23554,19685,32739,29122,,29684,,42049,,33403,,26496,,21746,,29534,38067,27715,49298,35969,41012,31556,33093,23327,28251,17388,37164,27747
cty02068,"Denali Borough, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35420,31187,50797,35112,35652,32264,20688,28391,11396,26245,28062,30239,25342,20944,39577,22672,25244,21586,12373,20437,4293,19885,18029,20919,43653,39126,64364,51140,44517,42942,26975,30501,15922,23116,35736,36862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35357,33513,54592,35529,35751,33992,18416,31843,7860,30674,26694,32865,25047,22061,40671,23620,24830,22089,10287,20334,1953,19546,16550,21077,43204,43153,67001,52059,43878,44982,25317,34234,13309,27762,34311,39710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19146,,48057,,30744,,11569,,96,,20898,,,,,,,,,,,,,,21651,,47997,,35051,,13266,,41,,24853
cty05021,"Clay County, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24501,24961,41577,48353,31832,35758,21162,20249,14434,11972,26438,27665,19867,18701,39171,49269,27497,31051,16804,13669,10370,5459,21645,20840,28665,30811,43259,49989,35296,40771,25408,26487,18897,17778,30507,33859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25129,25499,42856,48246,32600,36100,21771,20707,14988,12596,26951,28046,20632,19153,39905,47415,28380,31085,17565,13907,11472,6347,22375,21081,29135,31319,44200,50236,35737,41173,25946,27046,19280,18054,30819,34353,,18462,,38016,,26542,,15431,,6388,,21007,,21062,,49275,,30574,,16240,,7625,,22925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
